srr	condition_type	treatment	conc_intens	start_time	end_time	time_unit
SRR930696	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930696	vehicle	DMSO	NA or not known	-2	0	hr
SRR930696	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930697	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930697	vehicle	DMSO	NA or not known	-2	0	hr
SRR930697	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930698	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930698	vehicle	DMSO	NA or not known	-2	0	hr
SRR930698	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930699	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930699	vehicle	DMSO	NA or not known	-2	0	hr
SRR930699	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930700	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930700	vehicle	DMSO	NA or not known	-2	0	hr
SRR930700	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930701	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930701	treatment	actinomycin D	5 microg/mL	-2	0	hr
SRR930701	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930702	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930702	treatment	actinomycin D	5 microg/mL	-2	0	hr
SRR930702	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930703	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930703	treatment	actinomycin D	5 microg/mL	-2	0	hr
SRR930703	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930704	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930704	treatment	actinomycin D	5 microg/mL	-2	0	hr
SRR930704	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930705	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930705	treatment	actinomycin D	5 microg/mL	-2	0	hr
SRR930705	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930706	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930706	treatment	actinomycin D	5 microg/mL	-2	0	hr
SRR930706	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930707	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930707	treatment	triptolide	1 microM	-2	0	hr
SRR930707	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930708	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930708	treatment	triptolide	1 microM	-2	0	hr
SRR930708	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930709	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930709	treatment	triptolide	1 microM	-2	0	hr
SRR930709	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930710	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930710	treatment	triptolide	1 microM	-2	0	hr
SRR930710	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930711	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930711	treatment	triptolide	1 microM	-2	0	hr
SRR930711	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930712	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930712	treatment	alpha-amanitin	10 microg/mL	-5	0	hr
SRR930712	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930713	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930713	treatment	alpha-amanitin	10 microg/mL	-5	0	hr
SRR930713	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930714	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930714	treatment	alpha-amanitin	10 microg/mL	-5	0	hr
SRR930714	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930715	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930715	treatment	alpha-amanitin	10 microg/mL	-5	0	hr
SRR930715	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930716	treatment	serum starvation	0.5% FBS	-15	0	hr
SRR930716	treatment	alpha-amanitin	10 microg/mL	-5	0	hr
SRR930716	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930717	no treatment					
SRR930718	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR930719	treatment	hydroxytamoxifen	100 nM	-24	0	hr
SRR930720	treatment	hydroxytamoxifen	100 nM	-24	0	hr
SRR930720	treatment	Kdo2-Lipid A	100 ng/mL	-1	0	hr
SRR091798	no treatment					
SRR653421	vehicle	ethanol	NA or not known			
SRR653422	vehicle	ethanol	NA or not known			
SRR653423	treatment	17-beta-estradiol	100 nM	-10	0	min
SRR653424	treatment	17-beta-estradiol	100 nM	-10	0	min
SRR653425	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR653426	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR122339	no treatment					
SRR122340	treatment	dihydrotestosterone	NA or not known	-1	0	hr
SRR122341	treatment	dihydrotestosterone	NA or not known	-1	0	hr
SRR1168364	no treatment					
SRR1168365	treatment	dihydrotestosterone	100 nM	-2	0	hr
SRR8137173	no treatment					
SRR5084317	no treatment					
SRR5084318	treatment	tetrodotoxin	NA or not known	-30	0	min
SRR5084319	treatment	tetrodotoxin	NA or not known	-2	0	hr
SRR5084320	treatment	tetrodotoxin	NA or not known	-4	0	hr
SRR5084321	no treatment					
SRR5084322	treatment	tetrodotoxin	NA or not known	-30	0	min
SRR5084323	treatment	tetrodotoxin	NA or not known	-2	0	hr
SRR5084324	treatment	tetrodotoxin	NA or not known	-4	0	hr
SRR1951428	no treatment					
SRR1951429	no treatment					
SRR1951430	no treatment					
SRR1951431	no treatment					
SRR1951432	no treatment					
SRR1951433	treatment	stromal cell co-culture	NA or not known	-24	0	hr
SRR4782130	treatment	stromal cell co-culture	NA or not known	-24	0	hr
SRR1951434	treatment	stromal cell co-culture	NA or not known	-24	0	hr
SRR1951435	treatment	stromal cell co-culture	NA or not known	-48	0	hr
SRR1951436	treatment	differentiated 	A	-24	0	hr
SRR1951437	treatment	differentiated 	O	-24	0	hr
SRR1951426	no treatment					
SRR1951427	treatment	stromal cell co-culture	NA or not known	-24	0	hr
SRR2153512	treatment	AKTi-1/2	20 microM	-72	0	hr
SRR2153511	vehicle	DMSO	NA or not known	-72	0	hr
SRR2153513	treatment	AKTi-1/2	20 microM	-72	0	hr
SRR2153510	vehicle	DMSO	NA or not known	-72	0	hr
SRR2153509	treatment	AKTi-1/2	2 microM	-72	0	hr
SRR2153514	vehicle	DMSO	NA or not known	-72	0	hr
SRR2153515	vehicle	DMSO	NA or not known	-72	0	hr
SRR2153508	treatment	AKTi-1/2	2 microM	-72	0	hr
SRR7128402	no treatment					
SRR7128403	no treatment					
SRR7128404	no treatment					
SRR7128405	no treatment					
SRR6427123	treatment	lipopolysaccharide	5 microg/mL	-3	0	day
SRR6427124	treatment	lipopolysaccharide	5 microg/mL	-3	0	day
SRR6427125	treatment	lipopolysaccharide	5 microg/mL	-3	0	day
SRR6427126	treatment	lipopolysaccharide	5 microg/mL	-3	0	day
SRR6427127	treatment	lipopolysaccharide	5 microg/mL	-3	0	day
SRR6427128	treatment	lipopolysaccharide	5 microg/mL	-3	0	day
SRR6427129	treatment	lipopolysaccharide	5 microg/mL	-3	0	day
SRR6427130	treatment	lipopolysaccharide	5 microg/mL	-3	0	day
SRR8992357	treatment	RGFP966	10 microM	-3	0	hr
SRR8992358	vehicle	DMSO	NA or not known	-3	0	hr
SRR8992359	treatment	RGFP966	10 microM	-3	0	hr
SRR8992360	vehicle	DMSO	NA or not known	-3	0	hr
SRR8992361	treatment	RGFP966	10 microM	-3	0	hr
SRR8992362	vehicle	DMSO	NA or not known	-3	0	hr
SRR8992363	treatment	RGFP966	10 microM	-3	0	hr
SRR8992364	vehicle	DMSO	NA or not known	-3	0	hr
SRR8992365	vehicle	DMSO	NA or not known	-3	0	hr
SRR8992366	treatment	RGFP966	10 microM	-3	0	hr
SRR8992367	treatment	RGFP966	10 microM	-3	0	hr
SRR8992356	treatment	DMSO	NA or not known	-3	0	hr
SRR064988	no treatment					
SRR064989	no treatment					
SRR064990	no treatment					
SRR064991	no treatment					
SRR064992	no treatment					
SRR064993	no treatment					
SRR064994	no treatment					
SRR064995	no treatment					
SRR064996	no treatment					
SRR544876	no treatment					
SRR544877	no treatment					
SRR544878	no treatment					
SRR544879	no treatment					
SRR5150536	no treatment					
SRR5150537	no treatment					
SRR5150538	no treatment					
SRR5150539	no treatment					
SRR5150540	vehicle	ethanol	NA or not known	-40	0	min
SRR5150541	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR5150542	treatment	hydroxytamoxifen	1 microM	-40	0	min
SRR5150543	vehicle	ethanol	NA or not known	-40	0	min
SRR5150544	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR5150545	treatment	hydroxytamoxifen	1 microM	-40	0	min
SRR5150546	no treatment					
SRR5150547	treatment	GDNF	10 ng/mL	-1	0	hr
SRR5150548	treatment	GDNF	10 ng/mL	-24	0	hr
SRR5150549	no treatment					
SRR5150550	treatment	GDNF	10 ng/mL	-1	0	hr
SRR5150551	treatment	GDNF	10 ng/mL	-24	0	hr
SRR5150552	no treatment					
SRR5150553	treatment	GDNF	10 ng/mL	-1	0	hr
SRR5150554	treatment	GDNF	10 ng/mL	-24	0	hr
SRR5150555	no treatment					
SRR5150556	treatment	GDNF	10 ng/mL	-1	0	hr
SRR5150557	treatment	GDNF	10 ng/mL	-24	0	hr
SRR8714792	no treatment					
SRR8714793	no treatment					
SRR8714794	no treatment					
SRR8714795	no treatment					
SRR8714796	no treatment					
SRR8714797	no treatment					
SRR8714798	no treatment					
SRR8714799	no treatment					
SRR8714800	no treatment					
SRR8714801	no treatment					
SRR8714802	no treatment					
SRR8714803	no treatment					
SRR8714804	no treatment					
SRR8714805	no treatment					
SRR8714806	no treatment					
SRR8714807	no treatment					
SRR8714808	no treatment					
SRR8714809	no treatment					
SRR8714810	no treatment					
SRR8714811	no treatment					
SRR8714812	no treatment					
SRR8714813	no treatment					
SRR8714814	no treatment					
SRR8714815	no treatment					
SRR8714816	no treatment					
SRR8714817	no treatment					
SRR8714818	vehicle	DMSO	10%	-40	0	min
SRR8714819	vehicle	DMSO	10%	-40	0	min
SRR8714820	vehicle	DMSO	10%	-40	0	min
SRR8714821	treatment	flavopiridol	50 mg/kg	-20	0	min
SRR8714822	treatment	flavopiridol	50 mg/kg	-20	0	min
SRR8714823	treatment	flavopiridol	50 mg/kg	-20	0	min
SRR8714824	treatment	flavopiridol	50 mg/kg	-40	0	min
SRR8714825	treatment	flavopiridol	50 mg/kg	-40	0	min
SRR8714826	treatment	flavopiridol	50 mg/kg	-40	0	min
SRR8714827	treatment	flavopiridol	50 mg/kg	-60	0	min
SRR8714828	treatment	flavopiridol	50 mg/kg	-60	0	min
SRR8714829	treatment	flavopiridol	50 mg/kg	-60	0	min
SRR8714830	vehicle	DMSO	10%	-40	0	min
SRR8714831	vehicle	DMSO	10%	-40	0	min
SRR8714832	vehicle	DMSO	10%	-40	0	min
SRR8714833	treatment	flavopiridol	50 mg/kg	-20	0	min
SRR8714834	treatment	flavopiridol	50 mg/kg	-20	0	min
SRR8714835	treatment	flavopiridol	50 mg/kg	-40	0	min
SRR8714836	treatment	flavopiridol	50 mg/kg	-40	0	min
SRR8714837	treatment	flavopiridol	50 mg/kg	-40	0	min
SRR8714838	treatment	flavopiridol	50 mg/kg	-60	0	min
SRR8714839	treatment	flavopiridol	50 mg/kg	-60	0	min
SRR8714840	treatment	flavopiridol	50 mg/kg	-60	0	min
SRR7184287	treatment	myotube differentiation protocol	NA or not known	-48	0	hr
SRR7184286	no treatment					
SRR7184285	treatment	myotube differentiation protocol	NA or not known	-48	0	hr
SRR7184284	no treatment					
SRR7184282	treatment	myotube differentiation protocol	NA or not known	-48	0	hr
SRR7184283	treatment	myotube differentiation protocol	NA or not known	-48	0	hr
SRR7184280	no treatment					
SRR7184281	no treatment					
SRR7184278	treatment	myotube differentiation protocol	NA or not known	-48	0	hr
SRR7184279	treatment	myotube differentiation protocol	NA or not known	-48	0	hr
SRR7184276	no treatment					
SRR7184277	no treatment					
SRR408117	no treatment					
SRR408118	treatment	influenza A virus Flag-NS1	MOI 0.01	-12	0	hr
SRR408119	treatment	influenza A virus Flag-deltaPAF	MOI 0.01	-12	0	hr
SRR6216702	treatment	HSV-1	MOI 5	-3	0	hr
SRR6216703	treatment	HSV-1	MOI 5	-3	0	hr
SRR6216704	treatment	HSV-1	MOI 5	-3	0	hr
SRR6216705	vehicle	mock infection medium	NA or not known	-3	0	hr
SRR6216706	vehicle	mock infection medium	NA or not known	-3	0	hr
SRR6216707	vehicle	mock infection medium	NA or not known	-3	0	hr
SRR6216708	treatment	HSV-1	MOI 5	-3	0	hr
SRR6216709	treatment	HSV-1	MOI 5	-3	0	hr
SRR6216710	treatment	HSV-1	MOI 5	-3	0	hr
SRR6216711	vehicle	mock infection medium	NA or not known	-3	0	hr
SRR6216712	vehicle	mock infection medium	NA or not known	-3	0	hr
SRR6216713	vehicle	mock infection medium	NA or not known	-3	0	hr
SRR014283	no treatment					
SRR014284	no treatment					
SRR014285	no treatment					
SRR014286	no treatment					
SRR014287	no treatment					
SRR6128874	no treatment					
SRR6145792	no treatment					
SRR6128875	treatment	doxycycline	2 microg/mL	-3	0	day
SRR6145793	treatment	doxycycline	2 microg/mL	-3	0	day
SRR7413429	treatment	doxycycline withdrawal	NA or not known	-3	0	day
SRR7413437	treatment	doxycycline withdrawal	NA or not known	-3	0	day
SRR7413428	treatment	doxycycline	1 microg/mL	-3	0	day
SRR7413436	treatment	doxycycline	1 microg/mL	-3	0	day
SRR7413431	treatment	doxycycline withdrawal	NA or not known	-3	0	day
SRR7413431	treatment	DRB	100 microM	-5	0	min
SRR7413439	treatment	doxycycline withdrawal	NA or not known	-3	0	day
SRR7413439	treatment	DRB	100 microM	-5	0	min
SRR7413430	treatment	doxycycline	1 microg/mL	-3	0	day
SRR7413430	treatment	DRB	100 microM	-5	0	min
SRR7413438	treatment	doxycycline	1 microg/mL	-3	0	day
SRR7413438	treatment	DRB	100 microM	-5	0	min
SRR7413433	treatment	doxycycline withdrawal	NA or not known	-3	0	day
SRR7413433	treatment	DRB	100 microM	-15	0	min
SRR7413441	treatment	doxycycline withdrawal	NA or not known	-3	0	day
SRR7413441	treatment	DRB	100 microM	-15	0	min
SRR7413432	treatment	doxycycline	1 microg/mL	-3	0	day
SRR7413432	treatment	DRB	100 microM	-15	0	min
SRR7413440	treatment	doxycycline	1 microg/mL	-3	0	day
SRR7413440	treatment	DRB	100 microM	-15	0	min
SRR7413435	treatment	doxycycline withdrawal	NA or not known	-3	0	day
SRR7413435	treatment	DRB	100 microM	-30	0	min
SRR7413443	treatment	doxycycline withdrawal	NA or not known	-3	0	day
SRR7413443	treatment	DRB	100 microM	-30	0	min
SRR7413434	treatment	doxycycline	1 microg/mL	-3	0	day
SRR7413434	treatment	DRB	100 microM	-30	0	min
SRR7413442	treatment	doxycycline	1 microg/mL	-3	0	day
SRR7413442	treatment	DRB	100 microM	-30	0	min
SRR5388645	no treatment					
SRR5388644	no treatment					
SRR5388643	treatment	doxycycline	1 microg/mL	-5	0	hr
SRR5388642	treatment	doxycycline	1 microg/mL	-5	0	hr
SRR5388641	treatment	doxycycline	1 microg/mL	-5	0	hr
SRR5388640	treatment	doxycycline	1 microg/mL	-5	0	hr
SRR5388639	no treatment					
SRR5388638	no treatment					
SRR5388637	treatment	doxycycline	1 microg/mL	-5	0	hr
SRR5388636	treatment	doxycycline	1 microg/mL	-5	0	hr
SRR5388635	no treatment					
SRR5388634	no treatment					
SRR5388633	no treatment					
SRR5388632	no treatment					
SRR5388631	treatment	doxycycline	1 microg/mL	-5	0	hr
SRR5388630	treatment	doxycycline	1 microg/mL	-5	0	hr
SRR5364303	vehicle	DMSO	NA or not known			
SRR5364304	vehicle	DMSO	NA or not known			
SRR5364305	treatment	celastrol	3 microM	-10	0	min
SRR5364306	treatment	celastrol	3 microM	-10	0	min
SRR5364307	treatment	celastrol	3 microM	-20	0	min
SRR5364308	treatment	celastrol	3 microM	-20	0	min
SRR5364309	treatment	celastrol	3 microM	-40	0	min
SRR5364310	treatment	celastrol	3 microM	-40	0	min
SRR5364311	treatment	celastrol	3 microM	-60	0	min
SRR5364312	treatment	celastrol	3 microM	-60	0	min
SRR5364313	treatment	celastrol	3 microM	-160	0	min
SRR5364314	treatment	celastrol	3 microM	-160	0	min
SRR3647033	no treatment					
SRR3647034	no treatment					
SRR3647035	no treatment					
SRR2144178	no treatment					
SRR2144179	no treatment					
SRR2144180	treatment	heat shock	42 Celsius	-150	0	s
SRR2144181	treatment	heat shock	42 Celsius	-150	0	s
SRR2144182	treatment	heat shock	42 Celsius	-12	0	min
SRR2144183	treatment	heat shock	42 Celsius	-12	0	min
SRR2144184	treatment	heat shock	42 Celsius	-60	0	min
SRR2144185	treatment	heat shock	42 Celsius	-60	0	min
SRR2144186	no treatment					
SRR2144187	no treatment					
SRR2144188	treatment	heat shock	42 Celsius	-150	0	s
SRR2144189	treatment	heat shock	42 Celsius	-150	0	s
SRR2144190	treatment	heat shock	42 Celsius	-12	0	min
SRR2144191	treatment	heat shock	42 Celsius	-12	0	min
SRR2144192	treatment	heat shock	42 Celsius	-60	0	min
SRR2144193	treatment	heat shock	42 Celsius	-60	0	min
SRR2144194	no treatment					
SRR2144195	no treatment					
SRR2144196	treatment	heat shock	42 Celsius	-150	0	s
SRR2144197	treatment	heat shock	42 Celsius	-150	0	s
SRR2144198	treatment	heat shock	42 Celsius	-12	0	min
SRR2144199	treatment	heat shock	42 Celsius	-12	0	min
SRR2144200	treatment	heat shock	42 Celsius	-60	0	min
SRR2144201	treatment	heat shock	42 Celsius	-60	0	min
SRR7692106	treatment	hypoxia	1% O2, 5% CO2	-8	0	hr
SRR7692105	treatment	hypoxia	1% O2, 5% CO2	-8	0	hr
SRR7692104	treatment	hypoxia	1% O2, 5% CO2	-8	0	hr
SRR7195585	no treatment					
SRR7195584	no treatment					
SRR8234171	no treatment					
SRR8234172	no treatment					
SRR8234173	no treatment					
SRR8234174	no treatment					
SRR8234175	no treatment					
SRR8234176	no treatment					
SRR8234177	no treatment					
SRR8234178	no treatment					
SRR8234179	no treatment					
SRR1930084	vehicle	DMSO	NA or not known	-30	0	min
SRR1930085	vehicle	DMSO	NA or not known	-30	0	min
SRR1930086	treatment	17-beta-estradiol	NA or not known	-30	0	min
SRR1930087	treatment	17-beta-estradiol	NA or not known	-30	0	min
SRR1930088	treatment	interleukin-1b	NA or not known	-30	0	min
SRR1930089	treatment	interleukin-1b	NA or not known	-30	0	min
SRR1930090	treatment	TNF-alpha	NA or not known	-30	0	min
SRR1930091	treatment	TNF-alpha	NA or not known	-30	0	min
SRR7638782	no treatment					
SRR7638783	no treatment					
SRR7638784	treatment	embryoid body differentiation protocol	NA or not known	-3	0	day
SRR7638785	treatment	embryoid body differentiation protocol	NA or not known	-3	0	day
SRR2084576	no treatment					
SRR2084577	no treatment					
SRR2084578	no treatment					
SRR2084579	no treatment					
SRR2084580	no treatment					
SRR2084581	no treatment					
SRR2084582	no treatment					
SRR2084583	no treatment					
SRR2084584	no treatment					
SRR2084585	no treatment					
SRR2084586	no treatment					
SRR2084587	no treatment					
SRR2084588	no treatment					
SRR2084589	no treatment					
SRR2084590	no treatment					
SRR2084591	no treatment					
SRR2084592	no treatment					
SRR2084593	no treatment					
SRR2084594	no treatment					
SRR2084595	no treatment					
SRR543417	no treatment					
SRR543418	no treatment					
SRR543419	no treatment					
SRR543420	no treatment					
SRR497904	vehicle	DMSO	NA or not known			
SRR497905	vehicle	DMSO	NA or not known			
SRR497906	vehicle	DMSO	NA or not known			
SRR497907	vehicle	DMSO	NA or not known			
SRR497908	vehicle	DMSO	NA or not known			
SRR497909	vehicle	DMSO	NA or not known			
SRR497910	vehicle	DMSO	NA or not known			
SRR497911	treatment	17-beta-estradiol	100 nM	-10	0	min
SRR497912	treatment	17-beta-estradiol	100 nM	-10	0	min
SRR497913	treatment	17-beta-estradiol	100 nM	-10	0	min
SRR497914	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR497915	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR497916	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR497917	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR497918	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR497919	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR497920	treatment	17-beta-estradiol	100 nM	-40	0	min
SRR497921	treatment	17-beta-estradiol	100 nM	-160	0	min
SRR497922	treatment	17-beta-estradiol	100 nM	-160	0	min
SRR497923	treatment	17-beta-estradiol	100 nM	-160	0	min
SRR065240	vehicle	DMSO	NA or not known	-1	0	hr
SRR065241	treatment	Kdo2-Lipid A	NA or not known	-1	0	hr
SRR097854	no treatment					
SRR097855	no treatment					
SRR097856	no treatment					
SRR097857	no treatment					
SRR097858	no treatment					
SRR097859	no treatment					
SRR097860	no treatment					
SRR097861	no treatment					
SRR097862	no treatment					
SRR097863	no treatment					
SRR097864	no treatment					
SRR620530	no treatment					
SRR620531	treatment	retinoic acid	1 microM	-2	0	day
SRR9602768	treatment	Nedd4 intronic antisense oligonucleotide 2	10 microM	-1	0	day
SRR9602769	treatment	Nedd4 exonic antisense oligonucleotide 2	10 microM	-1	0	day
SRR9602770	treatment	control antisense oligonucleotide	10 microM	-1	0	day
SRR9602771	treatment	Atxn10 intronic antisense oligonucleotide 1	10 microM	-1	0	day
SRR9602772	treatment	control antisense oligonucleotide	10 microM	-1	0	day
SRR9602773	treatment	Nedd4 exonic antisense oligonucleotide 3	10 microM	-1	0	day
SRR9602774	treatment	Atxn10 intronic antisense oligonucleotide 1	10 microM	-1	0	day
SRR9602775	treatment	Atxn10 exonic antisense oligonucleotide 1	10 microM	-1	0	day
SRR9602776	treatment	control antisense oligonucleotide	10 microM	-1	0	day
SRR7988484	no treatment					
SRR7988486	no treatment					
SRR7988488	no treatment					
SRR7988490	no treatment					
SRR2518187	treatment	LIF	1000 U/mL			
SRR2518188	treatment	LIF	1000 U/mL			
SRR2518189	treatment	LIF	1000 U/mL			
SRR2518190	no treatment					
SRR2518191	no treatment					
SRR2518192	no treatment					
SRR2518193	treatment	LIF	1000 U/mL			
SRR2518193	treatment	flavopiridol	300 nM	-1	0	hr
SRR2518194	treatment	LIF	1000 U/mL			
