srr	bigwig	tfit	mdscore	keyword	organism	tissue	general_celltype	specific_celltype	treatment_code	treated_or_like_treated	experiment_type	sample_name
SRR935094	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	none	no	GRO-seq	SRZ935093
SRR935095	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	none	no	GRO-seq	SRZ935095
SRR935096	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	none	no	GRO-seq	SRZ935095
SRR935097	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_2min	yes	GRO-seq	SRZ935097
SRR935098	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_2min	yes	GRO-seq	SRZ935097
SRR935099	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_2min	yes	GRO-seq	SRZ935099
SRR935100	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_2min	yes	GRO-seq	SRZ935099
SRR935101	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_5min	yes	GRO-seq	SRZ935101
SRR935102	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_5min	yes	GRO-seq	SRZ935101
SRR935103	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_5min	yes	GRO-seq	SRZ935103
SRR935104	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_5min	yes	GRO-seq	SRZ935103
SRR935105	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_12.5min	yes	GRO-seq	SRZ935105
SRR935106	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_12.5min	yes	GRO-seq	SRZ935105
SRR935107	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_12.5min	yes	GRO-seq	SRZ935107
SRR935108	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_12.5min	yes	GRO-seq	SRZ935107
SRR935109	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_25min	yes	GRO-seq	SRZ935109
SRR935110	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_25min	yes	GRO-seq	SRZ935109
SRR935111	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_25min	yes	GRO-seq	SRZ935111
SRR935112	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_25min	yes	GRO-seq	SRZ935111
SRR935113	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_50min	yes	GRO-seq	SRZ935113
SRR935114	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_50min	yes	GRO-seq	SRZ935113
SRR935115	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_50min	yes	GRO-seq	SRZ935115
SRR935116	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	FP_50min	yes	GRO-seq	SRZ935115
SRR935117	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	DMSO_50min	no	GRO-seq	SRR935117
SRR935118	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	DMSO_50min	no	GRO-seq	SRR935118
SRR935119	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	TRP_12.5min	yes	GRO-seq	SRR935119
SRR935120	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	TRP_12.5min	yes	GRO-seq	SRR935120
SRR935121	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	TRP_25min	yes	GRO-seq	SRZ935121
SRR935122	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	TRP_25min	yes	GRO-seq	SRZ935121
SRR935123	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	TRP_50min	yes	GRO-seq	SRR935123
SRR935124	1	1	1	Jonkers2014	mouse	ESC	v6.5	v6.5	TRP_50min	yes	GRO-seq	SRR935124
SRR988329	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac	notx	yes	GRO-seq	SRR988329
SRR988330	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac	notx	yes	GRO-seq	SRR988330
SRR988331	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac	notx	yes	GRO-seq	SRR988331
SRR988332	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac	notx	yes	GRO-seq	SRR988332
SRR988333	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac	notx	yes	GRO-seq	SRR988333
SRR988334	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac-NCoRKO	notx	yes	GRO-seq	SRR988334
SRR988335	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac-NCoRKO	notx	yes	GRO-seq	SRR988335
SRR988336	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac-NCoRKO	notx	yes	GRO-seq	SRR988336
SRR988337	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac-NCoRKO	notx	yes	GRO-seq	SRR988337
SRR988338	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRR988338
SRR988339	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRR988339
SRR988340	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac	KLA_1hr	yes	GRO-seq	SRR988340
SRR988341	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac-NCoRKO	KLA_1hr	yes	GRO-seq	SRR988341
SRR988342	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac-NCoRKO	KLA_1hr	yes	GRO-seq	SRR988342
SRR988343	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac	KLA_12hr	yes	GRO-seq	SRR988343
SRR988344	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac	KLA_12hr	yes	GRO-seq	SRR988344
SRR988345	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac-NCoRKO	KLA_12hr	yes	GRO-seq	SRR988345
SRR988346	1	1	1	Li2013b	mouse	Myeloid	Macrophage	ThioMac-NCoRKO	KLA_12hr	yes	GRO-seq	SRR988346
